"ligand","receptor"
"Pcdha2","Pcdhga5"
"Pcdha2","Pcdhga6"
"Pcdha2","Pcdhga7"
"Pcdha2","Pcdhga8"
"Pcdha2","Pcdhga9"
"Pcdha2","Pcdhgb1"
"Pcdha2","Pcdhgb2"
"Pcdha2","Pcdhgb8"
"Pcdha2","Pcdhgb4"
"Pcdha2","Pcdhgb5"
"Pcdha2","Pcdhgb6"
"Pcdha2","Pcdhgb7"
"Pcdha2","Pcdhgc3"
"Pcdha2","Pcdhgc4"
"Pcdha2","Pcdhgc5"
"Pcdha3","Itgb1"
"Pcdha4","Itgb1"
"Pcdha5","Itgb1"
"Pcdha6","Itgb1"
"Pcdha7","Itgb1"
"Pcdha8","Itgb1"
"Pcdha9","Itgb1"
"Pcdha9","Pcdhga1"
"Pcdha9","Pcdhga10"
"Pcdha9","Pcdhga11"
"Pcdha9","Pcdhga12"
"Pcdha9","Pcdhga2"
"Pcdha9","Pcdhga3"
"Pcdha9","Pcdhga4"
"Pcdha9","Pcdhga5"
"Pcdha9","Pcdhga6"
"Pcdha9","Pcdhga7"
"Pcdha9","Pcdhga8"
"Pcdha9","Pcdhga9"
"Pcdha9","Pcdhgb1"
"Pcdha9","Pcdhgb2"
"Pcdha9","Pcdhgb8"
"Pcdha9","Pcdhgb4"
"Pcdha9","Pcdhgb5"
"Pcdha9","Pcdhgb6"
"Pcdha9","Pcdhgb7"
"Pcdha9","Pcdhgc3"
"Pcdha9","Pcdhgc4"
"Pcdha9","Pcdhgc5"
"Pcdhb3","Igsf11"
"Pcdhgb6","Il4ra"
"Pcdhgb6","Plxdc1"
"Pcsk9","Aplp2"
"Pcsk9","Cd36"
"Pcsk9","Cd81"
"Pcsk9","Ldlr"
"Pcsk9","Lrp1"
"Pcsk9","Lrp8"
"Pcsk9","Sort1"
"Pcsk9","Vldlr"
"Pdcd1lg2","Pdcd1"
"Pdcd1lg2","Rgmb"
"Pdcd1lg2","Tnfrsf11a"
"Pdgfa","Furin"
"Pdgfa","Pdgfra"
"Pdgfa","Pdgfrb"
"Pdgfb","Lrp1"
"Pdgfb","Pdgfra"
"Pdgfb","Pdgfrb"
"Pdgfc","Flt1"
"Pdgfc","Flt4"
"Pdgfc","Kdr"
"Pdgfc","Pdgfra"
"Pdgfc","Pdgfrb"
"Pdgfd","Pdgfra"
"Pdgfd","Pdgfrb"
"Pdpn","Clec1b"
"Pdyn","Oprd1"
"Pdyn","Oprk1"
"Pdyn","Oprm1"
"Pecam1","Cd38"
"Pecam1","Itgav"
"Pecam1","Itgb3"
"Pecam1","Pecam1"
"Penk","Adra2a"
"Penk","Grm7"
"Penk","Mrgprx1"
"Penk","Mrgpra1"
"Penk","Mrgpra2b"
"Penk","Mrgpra9"
"Penk","Mrgpra2a"
"Penk","Mrgprx1"
"Penk","Mrgprb4"
"Penk","Mrgprb5"
"Penk","Mrgprb2"
"Penk","Mrgpra4"
"Penk","Mrgpra6"
"Penk","Mrgprx2"
"Penk","Mrgprb8"
"Penk","Mrgpra3"
"Penk","Mrgprb3"
"Penk","Mrgprb1"
"Penk","Mrgprb4"
"Penk","Mrgprb5"
"Penk","Mrgprb2"
"Penk","Mrgpra2a"
"Penk","Mrgpra4"
"Penk","Mrgpra6"
"Penk","Mrgprx2"
"Penk","Mrgprb8"
"Penk","Mrgpra3"
"Penk","Mrgprb3"
"Penk","Mrgpra1"
"Penk","Mrgpra9"
"Penk","Mrgprb1"
"Penk","Mrgpra2b"
"Penk","Mtnr1a"
"Penk","Ogfr"
"Penk","Oprd1"
"Penk","Oprk1"
"Penk","Oprl1"
"Penk","Oprm1"
"Pf4","Ackr1"
"Pf4","Cxcr3"
"Pf4","Fgfr2"
"Pf4","Ldlr"
"Pf4","Procr"
"Pf4","Sdc2"
"Pf4","Thbd"
"Pgf","Flt1"
"Pgf","Kdr"
"Pgf","Nrp1"
"Pgf","Nrp2"
"Pglyrp1","Trem1"
"Pi16","Mfap3l"
"Pi16","Tnfrsf21"
"Piga","Pigr"
"Pip","Aqp5"
"Pip","Cd4"
"Pip","Nptn"
"Pira1","Cntfr"
"Pira1","Lair1"
"Pira12","Cntfr"
"Pira12","Lair1"
"Pira13","Cntfr"
"Pira13","Lair1"
"Pira2","Cntfr"
"Pira2","Lair1"
"Pirb","Cntfr"
"Pirb","Lair1"
"Pla2g10","Pla2r1"
"Pla2g2a","Egfr"
"Pla2g2a","Erbb3"
"Pla2g2a","Itga4"
"Pla2g2a","Itga5"
"Pla2g2a","Itgav"
"Pla2g2a","Itgb1"
"Pla2g2a","Itgb3"
"Plat","Itgam"
"Plat","Gm49368"
"Plat","Itgb2"
"Plat","Itgb2l"
"Plat","Lrp1"
"Plau","Igf2r"
"Plau","Lrp1"
"Plau","Lrp2"
"Plau","Plaur"
"Plau","St14"
"Plb1","Igdcc4"
"Plekho2","Pdgfrb"
"Plg","F2r"
"Plg","F2rl1"
"Plg","F3"
"Plg","Itga9"
"Plg","Itgb1"
"Plg","Plat"
"Plg","Plau"
"Plg","Plgrkt"
"Pltp","Abca1"
"Pltp","Apoa1"
"Plxna1","Notch1"
"Plxna1","Trem2"
"Plxna1","Tyrobp"
"Plxna2","Sema6a"
"Pmch","Mchr1"
"Pmch","Mertk"
"Pnoc","Oprl1"
"Podxl","Sell"
"Podxl2","Sell"
"Pomc","Mc1r"
"Pomc","Mc2r"
"Pomc","Mc3r"
"Pomc","Mc4r"
"Pomc","Mc5r"
"Pomc","Oprd1"
"Pomc","Oprk1"
"Pomc","Oprm1"
"Postn","Itgav"
"Postn","Itgb3"
"Postn","Itgb5"
"Postn","Ptk7"
"Ppbp","Ackr1"
"Ppbp","Adra2a"
"Ppbp","Cxcr1"
"Ppbp","Cxcr2"
"Ppbp","Grm7"
"Ppbp","Mtnr1a"
"Ppbp","Oprd1"
"Ppbp","Oprm1"
"Ppy","Adra2a"
"Ppy","Grm7"
"Ppy","Mtnr1a"
"Ppy","Npffr1"
"Ppy","Npffr2"
"Ppy","Npy1r"
"Ppy","Npy2r"
"Ppy","Npy4r"
"Ppy","Npy4r"
"Ppy","Npy5r"
"Prg4","Cd44"
"Prg4","Tlr2"
"Prg4","Tlr4"
"Prl","Erbb2"
"Prl","Prlr"
"Prl2a1","Erbb2"
"Prl2a1","Prlr"
"Prl2b1","Erbb2"
"Prl2b1","Prlr"
"Prl2c1","Erbb2"
"Prl2c1","Prlr"
"Prl2c2","Erbb2"
"Prl2c2","Prlr"
"Prl2c3","Erbb2"
"Prl2c3","Prlr"
"Prl2c5","Erbb2"
"Prl2c5","Prlr"
"Prl3a1","Erbb2"
"Prl3a1","Prlr"
"Prl3b1","Erbb2"
"Prl3b1","Prlr"
"Prl3c1","Erbb2"
"Prl3c1","Prlr"
"Prl3d1","Erbb2"
"Prl3d1","Prlr"
"Prl3d2","Erbb2"
"Prl3d2","Prlr"
"Prl3d3","Erbb2"
"Prl3d3","Prlr"
"Prl4a1","Erbb2"
"Prl4a1","Prlr"
"Prl5a1","Erbb2"
"Prl5a1","Prlr"
"Prl6a1","Erbb2"
"Prl6a1","Prlr"
"Prl7a1","Erbb2"
"Prl7a1","Prlr"
"Prl7a2","Erbb2"
"Prl7a2","Prlr"
"Prl7b1","Erbb2"
"Prl7b1","Prlr"
"Prl7c1","Erbb2"
"Prl7c1","Prlr"
"Prl7d1","Erbb2"
"Prl7d1","Prlr"
"Prl8a1","Erbb2"
"Prl8a1","Prlr"
"Prl8a2","Erbb2"
"Prl8a2","Prlr"
"Prl8a6","Erbb2"
"Prl8a6","Prlr"
"Prl8a8","Erbb2"
"Prl8a8","Prlr"
"Prl8a9","Erbb2"
"Prl8a9","Prlr"
"Prlh","Prlhr"
"Prn","Rpsa"
"Prnd","Rpsa"
"Prnp","Ncam1"
"Prnp","Tnfrsf25"
"Proc","F5"
"Proc","F7"
"Proc","F8"
"Proc","Itgam"
"Proc","Gm49368"
"Proc","Itgb2"
"Proc","Itgb2l"
"Proc","Procr"
"Proc","Tek"
"Proc","Thbd"
"Prok1","Prokr1"
"Prok1","Prokr2"
"Prok2","Prokr1"
"Prok2","Prokr2"
"Pros1","Axl"
"Pros1","F5"
"Pros1","F8"
"Pros1","Mertk"
"Pros1","Proc"
"Pros1","Tyro3"
"Prrg4","Cadm4"
"Prss1","F2r"
"Prss1","F2rl1"
"Prss1","F2rl2"
"Prss1","F2rl3"
"Prss2","F2r"
"Prss2","F2rl1"
"Prss2","F2rl2"
"Prss2","F2rl3"
"Prss3","F2r"
"Prss3","F2rl1"
"Prss3","F2rl2"
"Prss3","F2rl3"
"Prss55","Lrrc4"
"Psap","Celsr1"
"Psap","Gpr37"
"Psap","Gpr37l1"
"Psap","Lrp1"
"Psap","Sort1"
"Psen1","Cdh1"
"Psen1","Ncstn"
"Psen1","Notch1"
"Psen1","Notch2"
"Psen1","Notch3"
"Psen1","Notch4"
"Psen1","Psen1"
"Psg16","Lilra6"
"Psg17","Lilra6"
"Psg18","Lilra6"
"Psg19","Lilra6"
"Psg20","Lilra6"
"Psg21","Lilra6"
"Psg22","Lilra6"
"Psg23","Lilra6"
"Psg25","Lilra6"
"Psg26","Lilra6"
"Psg27","Lilra6"
"Psg28","Lilra6"
"Psg29","Lilra6"
"Pspn","Gfra1"
"Pspn","Gfra2"
"Pspn","Gfra3"
"Pspn","Gfra4"
"Pspn","Ret"
"Pspn","Sdc3"
"Ptdss1","Jmjd6"
"Ptdss1","Scarb1"
"Ptgfrn","Sgcg"
"Ptgfrn","Tmem59l"
"Ptgs2","Ptgdr2"
"Pth","Adcyap1r1"
"Pth","Adrb2"
"Pth","Adrb3"
"Pth","Gpr20"
"Pth","Gpr84"
"Pth","Lrp6"
"Pth","Pth1r"
"Pth","Pth2r"
"Pth","Ramp2"
"Pth","Ramp3"
"Pth","Tshr"
"Pth","Vipr1"
"Pth2","Adcyap1r1"
"Pth2","Adrb2"
"Pth2","Adrb3"
"Pth2","Gpr20"
"Pth2","Gpr84"
"Pth2","Pth1r"
"Pth2","Pth2r"
"Pth2","Ramp2"
"Pth2","Ramp3"
"Pth2","Tshr"
"Pth2","Vipr1"
"Pthlh","Adcyap1r1"
"Pthlh","Adrb2"
"Pthlh","Adrb3"
"Pthlh","Gpr20"
"Pthlh","Gpr84"
"Pthlh","Prlhr"
"Pthlh","Pth1r"
"Pthlh","Pth2r"
"Pthlh","Ramp2"
"Pthlh","Ramp3"
"Pthlh","Tshr"
"Pthlh","Vipr1"
"Ptn","Alk"
"Ptn","Cdh10"
"Ptn","Itgav"
"Ptn","Itgb3"
"Ptn","Plxnb2"
"Ptn","Ptprb"
"Ptn","Ptprs"
"Ptn","Ptprz1"
"Ptn","Sdc1"
"Ptn","Sdc2"
"Ptn","Sdc3"
"Ptn","Sdc4"
"Ptprc","Cd22"
"Ptprc","Cd247"
"Ptprc","Cd4"
"Ptprc","Dpp4"
"Ptprc","Mrc1"
"Ptprk","Egfr"
"Ptprm","Cdh1"
"Ptprm","Ptprm"
"Ptprm","Siglecg"
"Ptprz1","Alk"
"Ptprz1","Cntn1"
"Ptprz1","Ncam1"
"Ptprz1","Ntrk1"
"Pvr","Cd226"
"Pvr","Cd96"
"Pvr","Nectin3"
"Pvr","Nectin4"
"Pvr","Pvrig"
"Pvr","Tigit"
"Pyy","Dpp4"
"Pyy","Fap"
"Pyy","Npy1r"
"Pyy","Npy2r"
"Pyy","Npy4r"
"Pyy","Npy4r"
"Pyy","Npy5r"
"Qrfp","P2ry14"
"Qrfp","Qrfpr"
"Qrfp","Qrfprl"
"Raet1d","Hcst"
"Raet1d","Klrk1"
"Raet1e","Hcst"
"Raet1e","Klrk1"
"Rarres1","Nrp2"
"Rarres2","Ccrl2"
"Rarres2","Cmklr1"
"Rarres2","Gpr1"
"Rarres2","Gpr1"
"Rbp3","Notch1"
"Rbp4","Stra6"
"Reck","Mmp9"
"Reck","Tigit"
"Reln","Itga3"
"Reln","Itgb1"
"Reln","Lrp8"
"Reln","Vldlr"
"Ren1","Atp6ap2"
"Ret","Gfra1"
"Ret","Gfra2"
"Ret","Gfra3"
"Ret","Gfra4"
"Retn","Gpr25"
"Retn","Tlr4"
"Rgma","Bmpr1b"
"Rgma","Bmpr2"
"Rgma","Hjv"
"Rgma","Neo1"
"Rgma","Tfr2"
"Rln1","Rxfp1"
"Rln1","Rxfp2"
"Rln1","Rxfp3"
"Rln3","Rxfp1"
"Rln3","Rxfp2"
"Rln3","Rxfp3"
"Rln3","Rxfp4"
"Robo1","Ncam1"
"Rps19","C5ar1"
"Rspo1","Fzd8"
"Rspo1","Lgr4"
"Rspo1","Lgr5"
"Rspo1","Lgr6"
"Rspo1","Lrp6"
"Rspo1","Rnf43"
"Rspo2","Fzd4"
"Rspo2","Lgr4"
"Rspo2","Lgr5"
"Rspo2","Lgr6"
"Rspo2","Rnf43"
"Rspo2","Sdc4"
"Rspo3","Fzd8"
"Rspo3","Lgr4"
"Rspo3","Lgr5"
"Rspo3","Lgr6"
"Rspo3","Lrp6"
"Rspo3","Rnf43"
"Rspo3","Sdc4"
"Rspo4","Lgr4"
"Rspo4","Lgr5"
"Rspo4","Lgr6"
"Rspo4","Lrp5"
"Rspo4","Lrp6"
"Rspo4","Rnf43"
"Rtn4","Cntn1"
"Rtn4","Cntnap1"
"Rtn4","Gjb2"
"Rtn4","Lingo1"
"Rtn4","Ngfr"
"Rtn4","Rtn4r"
"Rtn4","S1pr2"
"Rtn4","Tnfrsf19"
"S100a10","Cftr"
"S100a10","Htr1b"
"S100a10","Trpv5"
"S100a10","Trpv6"
"S100a4","Ccr5"
"S100a4","Egfr"
"S100a4","Erbb2"
"S100a4","Erbb3"
"S100a8","Ager"
"S100a8","Cd36"
"S100a8","Cd68"
"S100a8","Cd69"
"S100a8","Itgb2"
"S100a8","Itgb2l"
"S100a8","Tlr4"
"S100a9","Ager"
"S100a9","Alcam"
"S100a9","Cd36"
"S100a9","Cd68"
"S100a9","Itgb2"
"S100a9","Itgb2l"
"S100a9","Tlr4"
"S100b","Ager"
"S100b","Alcam"
"Saa1","Adra2a"
"Saa1","Cd36"
"Saa1","Fpr1"
"Saa1","Fpr2"
"Saa1","Fpr3"
"Saa1","Grm7"
"Saa1","Mtnr1a"
"Saa1","Scarb1"
"Saa1","Tlr2"
"Saa2","Adra2a"
"Saa2","Cd36"
"Saa2","Fpr1"
"Saa2","Fpr2"
"Saa2","Fpr3"
"Saa2","Grm7"
"Saa2","Mtnr1a"
"Saa2","Scarb1"
"Saa2","Tlr2"
"Saraf","Dag1"
"Sbpl","Cxcr4"
"Sbpl","Tlr2"
"Sbpl","Tlr4"
"Sbpl","Tlr5"
"Sbpl","Tlr6"
"Scgb1a1","Lmbr1l"
"Scgb1a1","Lrp2"
"Scgb3a1","Marco"
"Scgb3a1","Notch3"
"Scgb3a2","Marco"
"Sct","Adcyap1r1"
"Sct","Adrb2"
"Sct","Adrb3"
"Sct","Gpr20"
"Sct","Gpr84"
"Sct","Pth1r"
"Sct","Ramp2"
"Sct","Ramp3"
"Sct","Sctr"
"Sct","Tshr"
"Sct","Vipr1"
"Sct","Vipr2"
"Scube2","Kdr"
"Sdc2","Ezr"
"Sdc2","Ptprj"
"Sdc4","Adam12"
"Sdk2","Cadm4"
"Sdk2","Clec4a2"
"Sdk2","Clec4a1"
"Sectm1a","Cd7"
"Sectm1b","Cd7"
"Sele","Cd44"
"Sele","Ceacam1"
"Sele","Ceacam2"
"Sele","Glg1"
"Sele","Selplg"
"Sell","Madcam1"
"Sell","Podxl"
"Sell","Selplg"
"Sell","Unc5d"
"Selp","Selplg"
"Selplg","Sele"
"Selplg","Sell"
"Selplg","Selp"
"Sema3a","Nrp1"
"Sema3a","Nrp2"
"Sema3a","Plxna1"
"Sema3a","Plxna2"
"Sema3a","Plxna3"
"Sema3a","Plxna4"
"Sema3b","Nrp1"
"Sema3b","Nrp2"
"Sema3b","Plxna1"
"Sema3b","Plxna2"
"Sema3b","Plxna3"
"Sema3b","Plxna4"
"Sema3c","Nrp1"
"Sema3c","Nrp2"
"Sema3c","Plxna1"
"Sema3c","Plxna2"
"Sema3c","Plxna3"
"Sema3c","Plxna4"
"Sema3c","Plxnd1"
"Sema3d","Nrp1"
"Sema3d","Nrp2"
"Sema3d","Plxna1"
"Sema3d","Plxna2"
"Sema3d","Plxna3"
"Sema3d","Plxna4"
"Sema3d","Plxnd1"
"Sema3e","Nrp1"
"Sema3e","Nrp2"
"Sema3e","Plxnd1"
"Sema3f","Nrp1"
"Sema3f","Nrp2"
"Sema3f","Plxna1"
"Sema3f","Plxna2"
"Sema3f","Plxna3"
"Sema3f","Plxna4"
"Sema3g","Fcgr3"
"Sema3g","Fcgr2b"
"Sema3g","Gp6"
"Sema3g","Nrp2"
"Sema3g","Plxna1"
"Sema3g","Plxna2"
"Sema3g","Plxna3"
"Sema3g","Plxna4"
"Sema4a","Nrp1"
"Sema4a","Plxna1"
"Sema4a","Plxna2"
"Sema4a","Plxna3"
"Sema4a","Plxna4"
"Sema4a","Plxnb1"
"Sema4a","Plxnb2"
"Sema4a","Plxnb3"
"Sema4a","Plxnd1"
"Sema4b","Dcbld2"
"Sema4b","Plxnb1"
"Sema4b","Plxnb2"
"Sema4c","Plxnb1"
"Sema4c","Plxnb2"
"Sema4d","Cd72"
"Sema4d","Erbb2"
"Sema4d","Met"
"Sema4d","Plxnb1"
"Sema4d","Plxnb2"
"Sema4d","Plxnb3"
"Sema4f","Nrp2"
"Sema4f","Vsir"
"Sema4g","Plxnb1"
"Sema4g","Plxnb2"
"Sema4g","Plxnb3"
"Sema5a","Met"
"Sema5a","Plxna1"
"Sema5a","Plxna2"
"Sema5a","Plxna3"
"Sema5a","Plxnb3"
"Sema5b","Plxna1"
"Sema5b","Plxna3"
"Sema6a","Plxna2"
"Sema6a","Plxna4"
"Sema6b","Plxna2"
"Sema6b","Plxna4"
"Sema6c","Plxna1"
"Sema6d","Kdr"
"Sema6d","Plxna1"
"Sema6d","Plxna4"
"Sema6d","Plxnc1"
"Sema6d","Trem2"
"Sema6d","Tyrobp"
"Sema7a","Itga1"
"Sema7a","Itgb1"
"Sema7a","Plxnc1"
"Sema7a","Unc5d"
"Serpina1a","F12"
"Serpina1a","Lrp1"
"Serpina1b","F12"
"Serpina1b","Lrp1"
"Serpina1c","F12"
"Serpina1c","Lrp1"
"Serpina1d","F12"
"Serpina1d","Lrp1"
"Serpina1e","F12"
"Serpina1e","Lrp1"
"Serpina5","Klk1b22"
"Serpina5","Klk1b9"
"Serpina5","Klk1"
"Serpina5","Klk1b11"
"Serpina5","Klk1b16"
"Serpina5","Klk1b21"
"Serpina5","Klk1b24"
"Serpina5","Klk1b26"
"Serpina5","Klk1b27"
"Serpina5","Klk1b5"
"Serpina5","Klk1b1"
"Serpina5","Klk1b8"
"Serpina5","Klk1b4"
"Serpina5","Klk1b3"
"Serpina5","Proc"
"Serpina5","Thbd"
"Serpinc1","F10"
"Serpinc1","F11"
"Serpinc1","F12"
"Serpinc1","F9"
"Serpinc1","Gpc1"
"Serpinc1","Lrp1"
"Serpinc1","Sdc2"
"Serpine1","F12"
"Serpine1","Itgav"
"Serpine1","Itgb5"
"Serpine1","Lrp1"
"Serpine1","Lrp2"
"Serpine1","Plat"
"Serpine1","Plau"
"Serpine1","Plaur"
"Serpine2","Lrp1"
"Serpinf1","Lrp6"
"Serpinf1","Plxdc1"
"Serpinf1","Plxdc2"
"Serping1","C1ra"
"Serping1","C1rb"
"Serping1","F12"
"Serping1","Lrp1"
"Serping1","Sele"
"Serping1","Selp"
"Sfrp1","Fzd2"
"Sfrp1","Fzd6"
"Sfrp2","Fzd5"
"Sftpa1","Cd93"
"Sftpa1","Tlr2"
"Sftpd","Lair1"
"Sftpd","Sirpa"
"Sftpd","Tlr4"
"Shbg","Cldn4"
"Shbg","Cldn13"
"Shbg","Gprc6a"
"Shbg","Slc37a1"
"Shh","Boc"
"Shh","Cdon"
"Shh","Hhip"
"Shh","Lrp2"
"Shh","Ptch1"
"Shh","Ptch2"
"Shh","Smo"
"Shisa4","Fcgrt"
"Siglec1","Cd47"
"Siglec1","Ptprc"
"Siglec1","Spn"
"Siglec15","Cd33"
"Siglec15","Fgfr4"
"Siglec15","Lrrc4c"
"Siglec15","Mag"
"Siglec15","Siglecg"
"Siglec15","Unc5d"
"Siglece","Adgra2"
"Siglece","Boc"
"Siglece","Cd320"
"Siglece","Cd33"
"Siglece","Cd4"
"Siglece","Cd6"
"Siglece","Ifngr1"
"Siglece","Il1rapl1"
"Siglece","Il1rl1"
"Siglece","Il4ra"
"Siglece","AU040320"
"Siglece","Lrfn2"
"Siglece","Lrp12"
"Siglece","Lrrc4c"
"Siglece","Mag"
"Siglece","Muc1"
"Siglece","Ncr1"
"Siglece","Nrp2"
"Siglece","Nrxn2"
"Siglece","Ntng1"
"Siglece","Ntrk3"
"Siglece","Pcdhac1"
"Siglece","Pcdhga7"
"Siglece","Ptpro"
"Siglece","Siglecg"
"Siglece","Siglec15"
"Siglece","Siglece"
"Siglece","Siglecf"
"Siglece","Siglecf"
"Siglece","Siglece"
"Siglece","Tex101"
"Siglece","Timd4"
"Siglece","Tnfrsf11b"
"Siglecf","Cd33"
"Siglecf","Cd4"
"Siglecf","Cd6"
"Siglecf","Il4ra"
"Siglecf","AU040320"
"Siglecf","Kir3dl2"
"Siglecf","Kir3dl1"
"Siglecf","Lrfn2"
"Siglecf","Lrrc4c"
"Siglecf","Mag"
"Siglecf","Ncr1"
"Siglecf","Ncr1"
"Siglecf","Nrxn2"
"Siglecf","Ntng1"
"Siglecf","Ntrk3"
"Siglecf","Pcdhga7"
"Siglecf","Ptpro"
"Siglecf","Siglecg"
"Siglecf","Siglecf"
"Siglecf","Siglece"
"Siglecf","Siglece"
"Siglecf","Tex101"
"Siglech","Cd4"
"Siglech","Kir3dl2"
"Siglech","Kir3dl1"
"Siglech","Ncr1"
"Sirpa","Cd47"
"Sirpa","Cd69"
"Sirpa","Chl1"
"Sirpa","Lrpap1"
"Sirpa","Ptprd"
"Sirpa","Tigit"
"Sirpb1a","Cd47"
"Sirpb1a","Ptprd"
"Sirpb1b","Cd47"
"Sirpb1b","Ptprd"
"Sirpb1c","Cd47"
"Sirpb1c","Ptprd"
"Sis","Itgav"
"Sis","Lrp1"
"Sis","Pdgfra"
"Sis","Pdgfrb"
"Sis","S1pr1"
"Slamf6","Havcr1"
"Slamf6","Gm12169"
"Slamf6","BC053393"
"Slamf6","Timd2"
"Slamf7","Slamf7"
"Slc6a8","Lifr"
"Slit1","Flrt3"
"Slit1","Gpc1"
"Slit1","Robo1"
"Slit1","Robo2"
"Slit1","Sdc1"
"Slit2","Gpc1"
"Slit2","Robo1"
"Slit2","Robo2"
"Slit2","Robo4"
"Slit2","Sdc1"
"Slit3","Robo1"
"Slit3","Robo2"
"Slit3","Robo4"
"Slitrk1","Enpep"
"Slitrk1","Ptprd"
"Slitrk1","Ptprs"
"Slitrk1","Tnfrsf11b"
"Slitrk2","Ptprd"
"Slitrk2","Ptprs"
"Slitrk3","Ptprd"
"Slitrk3","Ptprs"
"Slitrk4","Ptprd"
"Slitrk4","Ptprs"
"Slitrk5","Ptprd"
"Slitrk6","Ptprd"
"Slitrk6","Ptprs"
"Slpi","Cd4"
"Slpi","Plscr4"
"Slurp1","Chrna10"
"Slurp1","Chrna3"
"Slurp1","Chrna4"
"Slurp1","Chrna7"
"Slurp1","Chrna9"
"Slurp1","Chrnb2"
"Slurp1","Chrnb4"
"Snx14","Htr6"
"Sorl1","Cntfr"
"Sost","Lrp4"
"Sost","Lrp5"
"Sost","Lrp6"
"Sostdc1","Lrp4"
"Sostdc1","Lrp5"
"Sostdc1","Lrp6"
"Spag11b","Gpr55"
"Sparc","Eng"
"Sparc","Fgfr1"
"Spink1","Egfr"
"Spink1","Nrsn1"
"Spint1","St14"
"Spn","Siglec1"
"Spon1","App"
"Spon1","Lrp8"
"Spon2","Itga4"
"Spon2","Itga5"
"Spon2","Itgam"
"Spon2","Gm49368"
"Spon2","Itgb1"
"Spon2","Itgb2"
"Spon2","Itgb2l"
"Spp1","Cd44"
"Spp1","Itga4"
"Spp1","Itga5"
"Spp1","Itga8"
"Spp1","Itga9"
"Spp1","Itgav"
"Spp1","Itgb1"
"Spp1","Itgb3"
"Spp1","Itgb5"
"Spp1","Itgb6"
"Spp1","S1pr1"
"Spx","Galr2"
"Spx","Galr3"
"Sst","Sstr1"
"Sst","Sstr2"
"Sst","Sstr3"
"Sst","Sstr4"
"Sst","Sstr5"
"St14","Gm36028"
"St14","Plau"
"St6gal1","Cd22"
"St6gal1","Egfr"
"Stx1a","Cacna1b"
"Stx1a","Cacna1d"
"Syt1","Cacna1c"
"Syt1","Cacna1e"
"Syt1","Stx1a"
"Syt1","Stx3"
"Syt1","Sv2b"
"Tac1","Tacr1"
"Tac1","Tacr2"
"Tac1","Tacr3"
"Tac2","Tacr1"
"Tac2","Tacr2"
"Tac2","Tacr3"
"Tac4","Tacr1"
"Tac4","Tacr2"
"Tac4","Tacr3"
"Tafa4","Fpr1"
"Tarm1","Oscar"
"Tarm1","Robo4"
"Tcn2","Cnr1"
"Tcn2","Lrp2"
"Tctn1","Tctn2"
"Tctn1","Tctn3"
"Tctn1","Tmem216"
"Tctn1","Tmem67"
"Tctn3","Fcrl1"
"Tdgf1","Acvr1b"
"Tdgf1","Acvr1c"
"Tdgf1","Acvr2a"
"Tdgf1","Acvr2a"
"Tdgf1","Acvr2b"
"Tdgf1","Gpc1"
"Tdgf1","Lrp5"
"Tdgf1","Lrp6"
"Tex101","Siglecf"
"Tex101","Siglece"
"Tff1","Muc5ac"
"Tff2","Cxcr4"
"Tfpi","F10"
"Tfpi","F3"
"Tfpi","Lrp1"
"Tfpi","Sdc4"
"Tfpi","Vldlr"
"Tg","Asgr1"
"Tg","Lrp2"
"Tg","Tpo"
"Tgfa","Adam17"
"Tgfa","Egfr"
"Tgfa","Erbb2"
"Tgfa","Erbb3"
"Tgfa","Erbb4"
"Tgfa","Ptprd"
"Tgfb1","Acvrl1"
"Tgfb1","App"
"Tgfb1","Eng"
"Tgfb1","Itgav"
"Tgfb1","Itgb1"
"Tgfb1","Itgb3"
"Tgfb1","Itgb6"
"Tgfb1","Itgb8"
"Tgfb1","Pdgfra"
"Tgfb1","Sdc2"
"Tgfb1","Tgfbr1"
"Tgfb1","Tgfbr2"
"Tgfb1","Tgfbr3"
"Tgfb2","Acvr1"
"Tgfb2","Acvr1b"
"Tgfb2","Acvr1c"
"Tgfb2","Eng"
"Tgfb2","Tgfbr1"
"Tgfb2","Tgfbr2"
"Tgfb2","Tgfbr3"
"Tgfb3","Acvr1c"
"Tgfb3","Acvrl1"
"Tgfb3","Eng"
"Tgfb3","Itgb3"
"Tgfb3","Itgb6"
"Tgfb3","Tgfbr1"
"Tgfb3","Tgfbr2"
"Tgfb3","Tgfbr3"
"Tgfbi","Itga1"
"Tgfbi","Itga3"
"Tgfbi","Itga4"
"Tgfbi","Itga5"
"Tgfbi","Itga6"
"Tgfbi","Itga7"
"Tgfbi","Itgav"
"Tgfbi","Itgb1"
"Tgfbi","Itgb3"
"Tgfbi","Itgb4"
"Tgfbi","Itgb5"
"Tgm2","Adgrg1"
"Tgm2","Itga4"
"Tgm2","Itga9"
"Tgm2","Itgb1"
"Tgm2","Itgb3"
"Tgm2","Sdc4"
"Tgm2","Tbxa2r"
"Tgm2","Trpv5"
"Tgoln1","Gm36028"
"Thbs1","Cd36"
"Thbs1","Cd47"
"Thbs1","Itga2b"
"Thbs1","Itga3"
"Thbs1","Itga4"
"Thbs1","Itga6"
"Thbs1","Itgb1"
"Thbs1","Itgb3"
"Thbs1","Lrp1"
"Thbs1","Lrp5"
"Thbs1","Sdc1"
"Thbs1","Sdc4"
